base,fluoride,substrate,yield
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(O)CCCCCCC,30
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,C=CC(O)CCCCCCC,13
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(O)CCCCCCC,32
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(O)CCCCCCC,27
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(O)CCCCCCC,15
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(O)CCCCCCC,30
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,C=CC(O)CCCCCCC,9
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(O)CCCCCCC,32
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(O)CCCCCCC,28
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(O)CCCCCCC,13
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(O)CCCCCCC,28
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,C=CC(O)CCCCCCC,9
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(O)CCCCCCC,36
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(O)CCCCCCC,30
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(O)CCCCCCC,16
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(C)(O)CCC=C(C)C,0
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,C=CC(C)(O)CCC=C(C)C,1
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(C)(O)CCC=C(C)C,1
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(C)(O)CCC=C(C)C,2
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(C)(O)CCC=C(C)C,6
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(C)(O)CCC=C(C)C,0
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,C=CC(C)(O)CCC=C(C)C,1
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(C)(O)CCC=C(C)C,1
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(C)(O)CCC=C(C)C,2
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(C)(O)CCC=C(C)C,9
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(C)(O)CCC=C(C)C,0
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,C=CC(C)(O)CCC=C(C)C,0
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(C)(O)CCC=C(C)C,0
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(C)(O)CCC=C(C)C,0
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(C)(O)CCC=C(C)C,7
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(C)(O)CCC=C(C)C,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,C=CC(C)(O)CCC=C(C)C,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(C)(O)CCC=C(C)C,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(C)(O)CCC=C(C)C,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(C)(O)CCC=C(C)C,10
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,46
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,55
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,62
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,60
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,52
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,75
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,79
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,86
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,82
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,77
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,74
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,79
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,84
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,86
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,78
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,71
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,77
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,82
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,74
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COc1ccc2c(c1)c(CCO)c(C)n2C(=O)c1ccc(Cl)cc1,83
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,Cc1ncc([N+](=O)[O-])n1CCO,25
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,Cc1ncc([N+](=O)[O-])n1CCO,30
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,37
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,17
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ncc([N+](=O)[O-])n1CCO,71
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,Cc1ncc([N+](=O)[O-])n1CCO,32
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,Cc1ncc([N+](=O)[O-])n1CCO,38
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,37
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,44
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ncc([N+](=O)[O-])n1CCO,79
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,Cc1ncc([N+](=O)[O-])n1CCO,38
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,Cc1ncc([N+](=O)[O-])n1CCO,42
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,47
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,49
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ncc([N+](=O)[O-])n1CCO,87
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,Cc1ncc([N+](=O)[O-])n1CCO,23
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,Cc1ncc([N+](=O)[O-])n1CCO,28
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,28
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1ncc([N+](=O)[O-])n1CCO,29
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ncc([N+](=O)[O-])n1CCO,51
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,2
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,5
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,13
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,1
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,5
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,13
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,1
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,3
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,9
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,2
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,7
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,O=C1OCCC1O,58
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,O=C1OCCC1O,63
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,O=C1OCCC1O,55
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,O=C1OCCC1O,40
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C1OCCC1O,74
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,O=C1OCCC1O,63
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,O=C1OCCC1O,72
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,O=C1OCCC1O,64
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,O=C1OCCC1O,37
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C1OCCC1O,92
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,O=C1OCCC1O,79
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,O=C1OCCC1O,80
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,O=C1OCCC1O,81
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,O=C1OCCC1O,43
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C1OCCC1O,84
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,O=C1OCCC1O,75
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,O=C1OCCC1O,65
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,O=C1OCCC1O,49
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,O=C1OCCC1O,44
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C1OCCC1O,79
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,32
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,49
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,40
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,36
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,31
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,43
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,53
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,42
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,12
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,31
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,41
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,51
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,53
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,14
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,42
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,35
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,44
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,54
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,11
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,43
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,2
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,3
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,3
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,3
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,3
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,5
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,8
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,8
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,9
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,9
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,5
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,5
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,7
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,10
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,9
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,7
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,5
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)[C@H](CO)NC(c1ccccc1)(c1ccccc1)c1ccccc1,9
